country,city,long,lat,year_start,year_end,pop_start,pop_end,probability,type,symbol,city_english,city_hebrew,city_yid,city_german,city_other,source,comment,,
Germany,"Braunschweig, Brunswick",10.5267300,52.2659400,1100,1942,30,30,,,,,קהילת יהודי בראונשווייג,,,,https://dbs.anumuseum.org.il/skn/he/c6/e256907/%D7%9E%D7%A7%D7%95%D7%9D/%D7%91%D7%A8%D7%90%D7%95%D7%A0%D7%A9%D7%95%D7%95%D7%99%D7%99%D7%92,,,
Germany,Breisach,7.5849148,48.0343182,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Breisach‏‏,7.5849148,48.0343182,1301,1942,30,30,,,,,ברייזאך,,,,https://www.jewishvirtuallibrary.org/breisach,,,
Germany,Bremen‏‏, 8.8,53.083333  ,1199,1942,30,30,,,,,ברמן,,,,https://www.jewishvirtuallibrary.org/bremen,,,
Germany,Bremen‏‏, 8.8,53.083333  ,1199,1942,30,30,,,,,ברמן,,,,https://www.jewishvirtuallibrary.org/bremen,,,
Poland,"Breslau‏‏, Wroclaw ",17.0326689,51.1089776,1203,1942,30,30,,,,,ורוצלב,,,,https://www.jewishvirtuallibrary.org/breslau,,,
Poland,"Breslau‏‏, Wroclaw ",17.0326689,51.1089776,,1942,30,30,,,,,ורוצלב,,,,https://jguideeurope.org/en/region/poland/wroclaw/,,,
France,Bressuire,-0.4929017,46.8425572,,1942,30,30,,,,,ברסייר,,,,https://jewishencyclopedia.com/articles/12229-poitou,,,
Belarus,"Brest,  Brest-Litovsk", 23.656944,52.134722  ,1275,1942,30,30,,,,,יהודי בריסק דליטא,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%A8%D7%99%D7%A1%D7%A7_%D7%93%D7%9C%D7%99%D7%98%D7%90,,,
Belarus,"Brest, Brest-Litovsk", 23.656944,52.134722  ,,1942,30,30,,,,,ברסט (בלארוס),,,,https://yivoencyclopedia.org/article.aspx/Brest,,,
Belarus,"Brest, Brest-Litovsk", 23.656944,52.134722  ,,1942,30,30,,,,,ברסט (בלארוס),,,,https://www.jewishvirtuallibrary.org/brest-litovsk,,,
Belarus,Brest-Litovsk, 23.656944,52.134722  ,,1942,30,30,,,,,ברסט (בלארוס),,,,https://www.encyclopedia.com/religion/encyclopedias-almanacs-transcripts-and-maps/jozefowicz,,,
Germany,Bretten,8.7074500,49.0368500,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Bretzenheim,7.8965300,49.8779600,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
France,Brienne (Brienne-le-Château?),,,,1942,30,30,,,,,בריין לה שאטו,,,,"Aube - jewish heritage, history, synagogues, museums, areas and sites to visit (jguideeurope.org)",,,
Czech,"Brno, Brünn",16.6113382,49.1922443,1253,1942,30,30,,,,,ברנו ,ברונא,,,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%A0%D7%95,,,
Ukraine,Brody,25.1502700,50.0879100,1600,1942,30,30,,,,,יהודי ברודי ,בראָד,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%A8%D7%95%D7%93%D7%99,,,
,Broech (Broek),,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Broich,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Bruchsal,8.5980400,49.1242600,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Bruchsal‏‏,,,1228,1942,30,30,,,,,ברוכסאל,,,,https://www.jewishvirtuallibrary.org/bruchsal,,,
Germany,"Brunswick‏‏, Braunschweig",10.5267300,52.2659400,1110,1942,30,30,,,,,בראונשווייג,ברונסוויק,,,https://www.jewishvirtuallibrary.org/brunswick,,,
Poland,Brzeg,17.4641245,50.8588648,1324,1942,30,30,,,,,בז'ג,,,,https://en.wikipedia.org/wiki/Brzeg#History_of_the_Jewish_population,,,
Poland,"Brześć Kujawski, Kuyavian Brest", 18.898056,52.605  ,,1942,30,30,,,,,"בז'שץ' קויאבסקי, בריסק דקויא, בריסק קויאבסק",,,,https://www.jewishvirtuallibrary.org/brzesc-kujawski,,,
Ukraine,Buchach ,25.3949600,49.0623400,1500,1942,30,30,,,,,בוצ'אץ' ,"בוטשאטש , בעטשאָטש",,,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A6%27%D7%90%D7%A5%27,,,
,Buchen,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Hungary,Budapest,19.0842690,47.4827280,1096,1942,30,30,,,,,יהודי בודפשט,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%95%D7%93%D7%A4%D7%A9%D7%98,,,
Romania,Bukovina,,,1250,1942,30,30,,,,, בוקובינה,,,,https://www.jewishvirtuallibrary.org/bukovina,,,
,Bulgaria,25.1936680,42.7824500,,1942,30,30,,,,,האימפריה הבולגרית השנייה,,,,https://he.wikipedia.org/wiki/%D7%94%D7%90%D7%99%D7%9E%D7%A4%D7%A8%D7%99%D7%94_%D7%94%D7%91%D7%95%D7%9C%D7%92%D7%A8%D7%99%D7%AA_%D7%94%D7%A9%D7%A0%D7%99%D7%99%D7%94,,,
Bulgaria,Bulgaria,25.1936680,42.7824500,,1942,30,30,,,,,יהדות בולגריה,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%91%D7%95%D7%9C%D7%92%D7%A8%D7%99%D7%94,,,
England,Bungay,1.4471504,52.4551257,,1942,30,30,,,,,בונגיי ,,,,History of the Jews in England (1066–1290) - Wikipedia,,,
,Büren (dist. Münster),8.5595600,51.5510900,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Burgdorf,7.6237466,47.0571316,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Austria,Burgenland,16.4681600,47.5174380,1296 ,1942,30,30,,,,,היהודים בבורגנלנד,,,,https://austriatravel.co.il/burgenland/jews-in-burgenland,,,
,Burghausen,12.8313900,48.1692500,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Turkey,Bursa,29.0677305,40.1827657,820 ,1942,30,30,,,,,בורסה (עיר),,,,"https://www.jewishvirtuallibrary.org/bursa-jewish-virtual-library#:~:text=BURSA%20%28Brusa%2C%20formerly%20Prusa%29%2C%20city%20in%20northwestern%20Anatolia%2C,Jews%20lived%20in%20Bursa%20in%20the%20Byzantine%20period.",,,
,Butzbach,8.6712200,50.4339500,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Poland,Bydgoszcz,18.0293697,53.1297463,1200,1942,30,30,,,,,בידגושץ',,,,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%93%D7%92%D7%95%D7%A9%D7%A5%27,,,
Poland,Bydgoszcz,18.0293697,53.1297463,1050,1942,30,30,,,,,בידגושץ',,,,https://www.moreshetyahadutpolin.org/he/node/260,,,
Poland,Bydgoszcz‏‏, 18.000278,53.121944  ,,1942,30,30,,,,,בידגושץ',,,,https://www.encyclopedia.com/religion/encyclopedias-almanacs-transcripts-and-maps/bydgoszcz,,,
Poland,Bytom‏‏,,,1330,1942,30,30,,,,,ביטום,,,,https://www.jewishvirtuallibrary.org/bytom,,,
Poland,"Bytom, Beuthen",18.8715325,50.3657432,1349 ,1942,30,30,,,,,ביטום,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Poland,"Bytom, Beuthen ",18.8715325,50.3657432,1300,1942,30,30,,,,,קהילת יהודי ביטום,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%91%D7%99%D7%98%D7%95%D7%9D,,,
,Byzantine ,,,,1942,30,30,,,,,יהדות ביזנטיון,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%91%D7%99%D7%96%D7%A0%D7%98%D7%99%D7%95%D7%9F,,,
England,Cambridge,0.1350972,52.1952359,,1942,30,30,,,,,קיימברידג',,,,CAMBRIDGE - JewishEncyclopedia.com,,,
,Camp (Kamp),,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
England,Canterbury,1.0870000,51.2750000,1160,1942,30,30,,,,,קנטרברי,,,,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA_%D7%94%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%A2%D7%AA%D7%99%D7%A7_%D7%A9%D7%9C_%D7%A7%D7%A0%D7%98%D7%A8%D7%91%D7%A8%D7%99,,,
England,Canterbury,1.0870000,51.2750000,,1942,30,30,,,,,קנטרברי,,,,CANTERBURY - JewishEncyclopedia.com,,,
France,Carcassonne,2.3491069,43.2130358,839,1942,30,30,,,,,קרקסון,,,,https://dbs.anumuseum.org.il/skn/en/c6/e220700/Place/Carcassonne,,,
"France, Spain",Carcassonne ,2.3491069,43.2130358,,1942,30,30,,,,,הגירה מקרקסון לפרפיניאן,,,,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%9D_%D7%94%D7%9E%D7%90%D7%99%D7%A8%D7%99,,,
,Carden,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
France,Carentan,-1.2509380,49.3021330,,1942,30,30,,,,,קרנטן,,,,Radulf the Cistercian - Wikipedia,,,
Austria,"Carinthia, Kärnten",13.8333333,46.7500001,,1942,30,30,,,,,קרינתיה,,,,https://www.jewishvirtuallibrary.org/carinthia,,,
Austria,"Carinthia, Kärnten",13.8333333,46.7500001,,1942,30,30,,,,,קרינתיה,,,,https://www.jewishencyclopedia.com/articles/4039-carinthia,,,
France,Carpentras,5.0481300,44.0550700,1100,1942,30,30,,,,,קארפנטראץ,,,,https://www.encyclopedia.com/places/britain-ireland-france-and-low-countries/french-political-geography/carpentry,,,
France,Carpentras ,5.0481300,44.0550700,1000,1942,30,30,,,,,הקהילה היהודית בקרפנטרה,קארפינטראץ,,,https://he.wikipedia.org/wiki/%D7%94%D7%A7%D7%94%D7%99%D7%9C%D7%94_%D7%94%D7%99%D7%94%D7%95%D7%93%D7%99%D7%AA_%D7%91%D7%A7%D7%A8%D7%A4%D7%A0%D7%98%D7%A8%D7%94,,,
Italy,Casale Monferrato,10.4316900,44.9166500,1400,1942,30,30,,,,,קזאלה מונפראטו,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%A7%D7%96%D7%90%D7%9C%D7%94_%D7%9E%D7%95%D7%A0%D7%A4%D7%A8%D7%90%D7%98%D7%95,,,
,Cassel (Hesse),2.4852700,50.8010900,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Caub,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Slovenia,Celje,15.2616828,46.2293889,1340,1942,30,30,,,,,צליה (עיר),,,,https://he.wikipedia.org/wiki/%D7%A6%D7%9C%D7%99%D7%94_(%D7%A2%D7%99%D7%A8),,,
Czech ,"České Budějovice , Budweis",14.4742850,48.9747357,1341,1942,30,30,,,,,צ'סקה בודייוביצה,České Budějovice,,,https://www.jewishvirtuallibrary.org/ceske-budejovice,,,
France,Chalon-sur-Saône,4.8537200,46.7811200,800,1942,30,30,,,,,שאלון-סור-סון,,,,https://www.jewishvirtuallibrary.org/chalon-sur-sane,,,
France,Chambéry,5.9207900,45.5662800,,1942,30,30,,,,,שמברי,,,,SAVOY - JewishEncyclopedia.com,,,
France,Champagne, 4,49.0000000,,1942,30,30,,,,,שמפאן ,,,,https://www.jewishvirtuallibrary.org/champagne,,,
France,Chappes (Aube),3.2226312,45.8682621,,1942,30,30,,,,,שפ,,,,"Aube - jewish heritage, history, synagogues, museums, areas and sites to visit (jguideeurope.org)",,,
 ,Chartres,1.4881434,48.4438601,,1942,30,30,,,,,קרטרש ,,,,CHARTRES - JewishEncyclopedia.com,,,
France,Chartres ,1.4881434,48.4438601,1300,1942,30,30,,,,,"שארטר, קרטוש","קראטראש, קרמרש",,,CHARTRES - JewishEncyclopedia.com,,,
France,Chartres ,1.4881434,48.4438601,1130,1942,30,30,,,,,"שארטר, קרטוש","קראטראש, קרמרש",,,https://www.jewishvirtuallibrary.org/chartres,,,
France,Chatel,,,,1942,30,30,,,,,שאטל,,,,SAVOY - JewishEncyclopedia.com,,,
France,Chatellerault ,0.5473600,46.8156077,,1942,30,30,,,,,שאטלרו,,,,https://jewishencyclopedia.com/articles/12229-poitou,,,
Czech ,Cheb,12.3703526,50.0793511,,1942,30,30,,,,,חב,Eger,,,https://www.jewishvirtuallibrary.org/cheb,,,
Poland,Chełm,23.4939369,51.1355883,1400,1942,30,30,,,,,חלם,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%97%D7%9C%D7%9D,,,
Poland,Chełm,23.4939369,51.1355883,1400,1942,30,30,,,,,חלם,,,,https://www.moreshetyahadutpolin.org/he/node/777,,,
England,Chelmsford (Essex),0.4858351,51.7210741,,1942,30,30,,,,,אסקס,,,,BEDFORD - JewishEncyclopedia.com,,,
Ukraine,Chernivtsi,25.9504602,48.2633717,?,1942,30,30,,,,,קהילת יהודי צ'רנוביץ,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%A6%27%D7%A8%D7%A0%D7%95%D7%91%D7%99%D7%A5,,,
France,Chillon,,,,1942,30,30,,,,,שיון,,,,SAVOY - JewishEncyclopedia.com,,,
France,Chinon,0.2428400,47.1670100,1150,1942,30,30,,,,,קהילת יהודי שינון,,,,https://dbs.anumuseum.org.il/skn/he/c6/e225236/%D7%9E%D7%A7%D7%95%D7%9D/%D7%A9%D7%99%D7%A0%D7%95%D7%9F,,,
Poland,Chmielnik,20.7510406,50.6145952,1250,1942,30,30,,,,,חמיילניק,,,,https://he.wikipedia.org/wiki/%D7%97%D7%9E%D7%99%D7%99%D7%9C%D7%A0%D7%99%D7%A7,,,
Poland ,Ciechanowiec,22.4981500,52.6782800,,1942,30,30,,,,,צ'ייחאנוביץ ,טשעכֿאַנאָװיץ,,,https://www.moreshetyahadutpolin.org/he/node/572,,,
France,Clermont-Ferrand,3.0819427,45.7774551,470,1942,30,30,,,,,קלרמון-פראן,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%A8%D7%9E%D7%95%D7%9F-%D7%A4%D7%A8%D7%90%D7%9F,,,
Germany,Cleves Kleve,6.1386500,51.7882600,1300,1942,30,30,,,,,קלווה,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%95%D7%95%D7%94,,,
Germany,Cleves‏‏ Kleve,6.1386500,51.7882600,1142,1942,30,30,,,,,קלווה,קליווא,,,https://www.jewishvirtuallibrary.org/cleves,,,
,Coblenz,7.5943951,50.3533278,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Coburg,10.9638400,50.2593700,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Coburg‏‏,,,1310,1942,30,30,,,,,קובורג,,,,https://www.jewishvirtuallibrary.org/coburg,,,
,Cochem,7.1637900,50.1451100,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Cochem‏‏,,,1242,1942,30,30,,,,,קוכם,,,,https://www.jewishvirtuallibrary.org/cochem,,,
France,Colmar,7.3579641,48.0777517,,1942,30,30,,,,,קולמר,,,,https://www.jewishvirtuallibrary.org/colmar-jewish-virtual-library,,,
France,Colmar,7.3579641,48.0777517,,1942,30,30,,,,,קולמר,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%9E%D7%A8,,,
France,Colmar,7.3579641,48.0777517,,1942,30,30,,,,,קולמר ,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%9E%D7%A8,,,
France,Colmar,7.3579641,48.0777517,,1942,30,30,,,,,קולמר,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%9C%D7%9E%D7%A8,,,
,Colmar,7.3579641,48.0777517,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Cologne,6.9599740,50.9383610,,1942,30,30,,,,,קלן,,,,https://www.jewishvirtuallibrary.org/cologne-germany-virtual-jewish-history-tour,,,
Germany,Cologne (Köln) ,6.9599740,50.9383610,460,1942,30,30,,,,,קהילת יהודי קולוניה,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%A7%D7%95%D7%9C%D7%95%D7%A0%D7%99%D7%94,,,
Germany,Cologne (Köln) ,6.9599740,50.9383610,200,1942,30,30,,,,,קלן ,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%9C%D7%9F,,,
Germany,Cologne (Köln) ,6.9599740,50.9383610,321,1942,30,30,,,,,קלן,,,,https://en.wikipedia.org/wiki/History_of_the_Jews_in_Cologne,,,
Germany,"Constance‏‏, Konstanz",9.1750718,47.6592160,1241,1942,30,30,,,,,קונסטאנץ,,,,https://www.jewishvirtuallibrary.org/constance,,,
Romania,Constanța,,,250,1942,30,30,,,,,יהדות קונסטנצה ,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%A7%D7%95%D7%A0%D7%A1%D7%98%D7%A0%D7%A6%D7%94,,,
France,Corbeil-Essonnes,2.4875700,48.6060300,,1942,30,30,,,,,קורביל,,,,קורביל – ויקיפדיה (wikipedia.org),,,
France,Corbeil-Essonnes,2.4875700,48.6060300,,1942,30,30,,,,,קורביל,,,,Corbeil (jewishvirtuallibrary.org),,,
Germany,Cottbus‏‏,,,1448,1942,30,30,,,,,קוטבוס,,,,https://www.jewishvirtuallibrary.org/cottbus,,,
France,Coucy-le-Château-Auffrique,3.3238100,49.5208300,,1942,30,30,,,,,קוצי,,,,jewish setelments in north france 1006 - 1306 rjuiv_0484-8616_1969_num_128_1_1620.pdf,,,
,Cracow,19.9450000,50.0647000,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Italy,Cuneo ,7.5482800,44.3907100,1406,1942,30,30,,,,,קונאו,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A0%D7%90%D7%95,,,
Czech,Czech,,,,1942,30,30,,,,,יהודי צכיה,,,,https://spotlight.anumuseum.org.il/czech/he,,,
France,Dampierre-Sur-Aube, 4.3686,48.5514000,1206,1942,30,30,,,,,דמפייר,דַנְפִּיֶיר דנפירא,,,DAMPIERRE - JewishEncyclopedia.com,,,
,Dampierre-Sur-Aube,,,1150,1942,30,30,,,,,דמפייר,,,,https://www.jewishvirtuallibrary.org/dampierre-de-l-x0027-aube,,,
France,Dampierre-Sur-Aube,,,,1942,30,30,,,,,"ר""י הזקן",,,,https://he.wikipedia.org/wiki/%D7%A8%22%D7%99_%D7%94%D7%96%D7%A7%D7%9F,,,
Germany,Deggendorf,12.9606800,48.8408500,1300,1942,30,30,,,,,דגנדורף,,,,https://www.jewishvirtuallibrary.org/deggendorf-jewish-virtual-library,,,
,Deidesheim,8.1844500,49.4078200,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Deutz,6.9749500,50.9346300,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Deutz‏‏,,,1348,1942,30,30,,,,,דוץ ,,,,https://www.jewishvirtuallibrary.org/deutz,,,
,Deventer,6.2363396,52.2695736,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Dieburg,8.8461300,49.8973800,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Diemanstein,,,,1942,30,30,,,,,דיימנשטיין,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,,,
,Diessenhofen,8.7495800,47.6890800,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Diez,8.0073500,50.3741900,,1942,30,30,,,,,,,,,https://www.jewishvirtuallibrary.org/nassau,,,
,Diez (Dietz),8.0073500,50.3741900,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
France,Digne-les-Bains,6.2319900,44.0925200,,1942,30,30,,,,,דינייה,דיינייא,,,DIGNE - JewishEncyclopedia.com,,,
France,Digne-les-Bains,6.2319900,44.0925200,,1942,30,30,,,,,דינייה,דיינייא,,,Digne (jewishvirtuallibrary.org),,,
France,Dijon ,5.0415000,47.3220000,,1942,30,30,,,,,דיז'ון,,,,DIJON - JewishEncyclopedia.com,,,
,Dillingen,6.7278100,49.3555700,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Dinkelsbühl,10.3198500,49.0694200,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Dischingen,10.3666700,48.7000000,,1942,30,30,,,,,דישינגן,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,,,
Germany,Donauwörth ,10.7793000,48.7180400,,1942,30,30,,,,,דונאוורת,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,,,
Germany,Donauwörth ,10.7793000,48.7180400,,1942,30,30,,,,,דונאוורת,,,,Wenninger BEARING AND USE OF WEAPONS BY JEWS IN the late miffle ages-2002.pdf,,,
,Dormagen,6.8316700,51.0968300,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Dortmund,7.4660000,51.5149400,1074,1942,30,30,,,,,דורטמונד ,,,,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%A8%D7%98%D7%9E%D7%95%D7%A0%D7%93,,,
,Dortmund,7.4660000,51.5149400,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Dortmund‏‏,,,1074,1942,30,30,,,,,דורטמונד,,,,https://www.jewishvirtuallibrary.org/dortmund,,,
Germany,Dortmund‏‏,,,1050,1942,30,30,,,,,דורטמונד,,,,https://www.jewishvirtuallibrary.org/dortmund,,,
Germany,Dresden,13.7381437,51.0493286,1265,1942,30,30,,,,,יהדות דרזדן,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%93%D7%A8%D7%96%D7%93%D7%9F,,,
Germany,Dresden,13.7381437,51.0493286,1310,1942,30,30,,,,,דרזדן,,,,https://www.jewishvirtuallibrary.org/dresden,,,
Germany,Dresden,13.7381437,51.0493286,1200,1942,30,30,,,,,דרזדן,,,,https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%93%D7%95%D7%AA_%D7%93%D7%A8%D7%96%D7%93%D7%9F,,,
France,Dreux,1.3684254,48.7358807,,1942,30,30,,,,,דרה,,,,DREUX - JewishEncyclopedia.com,,,
Belarus,Dubno,25.7343200,50.4169400,1500,1942,30,30,,,,,דובנו ,דובנא ,,,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%91%D7%A0%D7%95,,,
Ukraine,Dubrovytsia,26.5650300,51.5743800,1500,1942,30,30,,,,,דומברוביץ ,,,,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%9E%D7%91%D7%A8%D7%95%D7%91%D7%99%D7%A5,,,
Germany,Dueren‏‏ Düren,6.4929900,50.8043400,1200,1942,30,30,,,,,דירן,,,,https://www.jewishvirtuallibrary.org/dueren,,,
Germany,Duesseldorf‏‏,,,1418,1942,30,30,,,,,דיסלדורף,,,,https://www.jewishvirtuallibrary.org/duesseldorf,,,
Germany,Duisburg‏‏,,,1250,1942,30,30,,,,,דואיסבורג,,,,https://www.jewishvirtuallibrary.org/duisburg,,,
Poland,Dukla,21.6831700,49.5555400,1380,1942,30,30,,,,,דוקלה ,,,,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%A7%D7%9C%D7%94,,,
,Dülken,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Düren,6.4929900,50.8043400,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Dürkheim,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Durlach,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Dürwang,,,,1942,30,30,,,,,דורוונג,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,,,
Poland,Działoszyce,20.3522600,50.3653400,?,1942,30,30,,,,,יהודי דזיאלושיץ,,,,https://he.wikipedia.org/wiki/%D7%A7%D7%94%D7%99%D7%9C%D7%AA_%D7%99%D7%94%D7%95%D7%93%D7%99_%D7%93%D7%96%D7%99%D7%90%D7%9C%D7%95%D7%A9%D7%99%D7%A5,,,
,Eberbach,8.9901600,49.4668000,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Ebern,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Echternach,6.4184600,49.8121200,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Ederheim,10.4660900,48.8082700,,1942,30,30,,,,,אדרהיים,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,,,
Turkey,Edirne,26.5559700,41.6771900,500,1942,30,30,,,,,אדירנה,,,,https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%99%D7%A8%D7%A0%D7%94,,,
,Eger,20.3732900,47.9026500,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Ehingen,9.7274900,48.2825900,,1942,30,30,,,,,אהינגן,,,,EhemaligeSynagogeOberdorf-Katalog-englisch-2013.pdf,,,
,Ehingen,9.7274900,48.2825900,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
,Ehnheim,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Germany,Einbeck‏‏,,,1298,1942,30,30,,,,,איינבק,,,,https://www.jewishvirtuallibrary.org/einbeck,,,
,Eisenacḣ,,,1349 ,1942,30,30,,,,,,,,,BLACK DEATH - JewishEncyclopedia.com,,,
Austria,Eisenstadt,16.5362159,47.8387578,1250,1942,30,30,,,,,אייזנשטט ,אייזנשטאדט,,,http://wikigenia.org.il/index.php?title=%D7%90%D7%99%D7%99%D7%96%D7%A0%D7%A9%D7%98%D7%98_(%D7%A2%D7%99%D7%99%D7%A8%D7%94),,,
Austria,Eisenstadt,16.5362159,47.8387578,1250,1942,30,30,,,,Asch,איינשטאט,,,,https://spotlight.anumuseum.org.il/austria/community/eisenstadt-modern-era/,,,
